PC1,PC2,germline_4tuple,tcr_name
1.7933825862746176,0.9419394170173363,TRAV12-2*01|TRAJ24*02|TRBV6-5*01|TRBJ2-7*01,1ao7_DE_aho
-3.7697271726285617,3.821676635262152,TRAV14D-2*01|TRAJ4*02|TRBV13-2*01|TRBJ2-1*01,1bwm_AA_aho
-1.0676460447072338,-0.9857264414793279,TRAV14D-2*01|TRAJ4*02|TRBV13-2*01|TRBJ2-1*01,1d9k_AB_aho
-1.7190435251632394,-0.8410401855348337,TRAV14D-2*01|TRAJ4*02|TRBV13-2*01|TRBJ2-1*01,1d9k_EF_aho
-1.812635844337417,0.8939918049273946,TRAV8-4*01|TRAJ48*01|TRBV28*01|TRBJ1-2*01,1fyt_DE_aho
-0.4204758505649892,-0.01595787809537834,TRAV9-4*01|TRAJ35*02|TRBV13-2*01|TRBJ2-4*01,1g6r_AB_aho
-0.6264308764659527,-0.07198450825420509,TRAV9-4*01|TRAJ35*02|TRBV13-2*01|TRBJ2-4*01,1g6r_CD_aho
-3.0970943385561243,6.048461690338604,TRAV8-4*01|TRAJ48*01|TRBV28*01|TRBJ1-2*01,1j8h_DE_aho
-1.2072742709119668,-0.4518823380352345,TRAV14D-1*01|TRAJ15*01|TRBV1*01|TRBJ2-3*01,1kb5_AB_aho
1.6957652080766539,-0.9111145985862771,TRAV26-2*01|TRAJ52*01|TRBV7-8*01|TRBJ2-7*01,1kgc_DE_aho
-3.826948876842048,5.801242124544984,TRAV14D-1*01|TRAJ15*01|TRBV1*01|TRBJ2-3*01,1kj2_AB_aho
-3.3456802638424326,5.9798838367265645,TRAV14D-1*01|TRAJ15*01|TRBV1*01|TRBJ2-3*01,1kj2_DE_aho
-1.3005319581740902,-1.146566973389939,TRAV12-2*02|TRAJ50*01|TRBV13-3*01|TRBJ2-7*01,1lp9_EF_aho
-1.1811221381437063,-1.1877917552768076,TRAV12-2*02|TRAJ50*01|TRBV13-3*01|TRBJ2-7*01,1lp9_LM_aho
1.7829965385461326,-1.1284700730205137,TRAV26-2*01|TRAJ52*01|TRBV7-8*01|TRBJ2-7*01,1mi5_DE_aho
-0.5123890191208259,-0.09328040981828475,TRAV9-4*01|TRAJ35*02|TRBV13-2*01|TRBJ2-4*01,1mwa_AB_aho
-0.9773481816351023,0.02274944087593658,TRAV9-4*01|TRAJ35*02|TRBV13-2*01|TRBJ2-4*01,1mwa_CD_aho
0.3120370781432598,1.092141786022853,TRAV12-1*06|TRAJ40*01|TRBV12-1*01|TRBJ2-7*01,1nfd_AB_aho
0.26079080552263895,0.9489590895459457,TRAV12-1*06|TRAJ40*01|TRBV12-1*01|TRBJ2-7*01,1nfd_CD_aho
0.9564400972562697,0.5700336667075016,TRAV27*01|TRAJ42*01|TRBV19*01|TRBJ2-7*01,1oga_DE_aho
1.3702213576479072,0.7859362066848768,TRAV12-2*01|TRAJ24*02|TRBV6-5*01|TRBJ2-7*01,1qrn_DE_aho
