tcr_name,BA_unbound,BC1_unbound,AC1_unbound,BC2_unbound,AC2_unbound,dc_unbound,alpha_cdr3_bend_deg_unbound,alpha_cdr3_apex_height_A_unbound,beta_cdr3_bend_deg_unbound,beta_cdr3_apex_height_A_unbound,BA_bound,BC1_bound,AC1_bound,BC2_bound,AC2_bound,dc_bound,alpha_cdr3_bend_deg_bound,alpha_cdr3_apex_height_A_bound,beta_cdr3_bend_deg_bound,beta_cdr3_apex_height_A_bound,germline_label,germline_collapsed
5hhm,-68.15989606556151,105.14339284149798,-106.2897945249038,-159.4890642695957,151.3854594214091,25.755379254917827,178.04853890557013,15.461280657417715,158.9234833599943,16.897569837471533,-58.12729764429474,106.47181377303639,-105.31604571975204,-158.1036581977119,149.88626620184107,25.92076365509582,167.2366914183337,10.927887736787923,172.7947040031121,14.362750299965686,TRAV27*01-TRAJ42*01|TRBV19*01-TRBJ2-7*01,TRAV27*01-TRAJ42*01|TRBV19*01-TRBJ2-7*01
5hyj,-72.36262632223008,102.00854877911581,-108.54340513997508,-161.93545652593215,151.59423920914423,25.991142729104112,165.11173984084155,15.987837216078027,156.813688515668,16.060385742753848,-75.78155262726257,101.0251904119529,-109.70816087819526,-162.50039878646285,150.8332949471395,25.72463237303968,161.52676764216557,15.2173659076175,161.0431457109962,15.850489078599468,TRAV12-3*01-TRAJ12*01|TRBV12-4*01-TRBJ2-4*01,TRAV12-3*01-TRAJ12*01|TRBV12-4*01-TRBJ2-4*01
5ivx,-66.58935233369155,106.68501928711015,-105.81725625527125,-157.29017930432127,150.92753248463168,26.76203795125665,148.43159630168464,16.730014038574723,165.98962159826203,14.960673816850369,-64.9788855152584,105.91625674222644,-105.85226016035824,-158.1872430835641,151.55211328346252,26.52185299864861,164.19205975590762,17.36177426801376,136.29439626080296,14.279362971393308,TRAV14-3*05-TRAJ38*01|TRBV29*01-TRBJ1-1*01,other
5nme,-66.70214527750929,103.51289271118691,-112.04409660136912,-158.3944880205832,146.16990005700228,25.80732736898503,151.70652271967185,16.114118465092343,161.06208645519894,17.385936544682714,-71.75589235390389,101.15923258308425,-111.29982966108643,-160.90729671990442,146.9830894650687,25.74599468952168,163.9722053385201,14.410540308077318,163.6735119828545,17.01243933526945,TRAV12-2*01-TRAJ41*01|TRBV5-6*01-TRBJ2-7*01,TRAV12-2*01-TRAJ41*01|TRBV5-6*01-TRBJ2-7*01
5nmf,-66.70206395437917,103.51258452158663,-112.04378347520893,-158.39454903250942,146.17012611448104,25.807367501934767,151.71584934263626,16.114334465434137,161.05473915719898,17.386304643293293,-71.93672943422938,102.24298278973885,-111.69999771697614,-161.158703625018,145.832488018346,25.691178799898864,177.92320937116676,14.789587673560034,164.52795619547885,16.948589224374196,TRAV12-2*01-TRAJ41*01|TRBV5-6*01-TRBJ2-7*01,TRAV12-2*01-TRAJ41*01|TRBV5-6*01-TRBJ2-7*01
5nmg,-66.7018475567031,103.51297787839394,-112.04406892579463,-158.39438554864682,146.16980972654164,25.807333697409817,151.7036362864311,16.114598694080666,161.06770988447647,17.385994764454075,-71.26482048621635,101.35697880364819,-111.804761372071,-160.55720097311195,146.07716776739727,25.649103806108226,168.99783043659818,14.795169307651832,163.81295795670428,16.89472717745691,TRAV12-2*01-TRAJ41*01|TRBV5-6*01-TRBJ2-7*01,TRAV12-2*01-TRAJ41*01|TRBV5-6*01-TRBJ2-7*01
6amu,-67.59753725496849,104.4895765006761,-111.1264431342696,-158.4939229398332,149.82035025888717,26.006220480429924,146.1449452489536,13.055420528309474,165.68738990237557,14.284256098291111,-65.43876123159852,106.34902348530721,-112.3859486517762,-157.1272595826575,147.25013264166444,25.76266569414001,151.72166637583456,13.95564676842496,143.72197295795866,15.080513203963797,TRAV12-2*01-TRAJ23*01|TRBV6-4*01-TRBJ1-1*01,TRAV12-2*01-TRAJ23*01|TRBV6-4*01-TRBJ1-1*01
6avf,-67.24633637090321,108.01873114365168,-99.985334004629,-155.9405097513424,152.90854405705136,26.67466862500945,124.15919148054763,19.31268414137553,-177.67728896847828,17.032729720107884,-69.39076053995569,107.01189671257316,-102.89796839394472,-157.42831909886695,151.92783935558293,26.23963443228389,127.10158052141372,16.551598172593387,166.99691240301797,16.983840247445006,TRAV4*01-TRAJ21*01|TRBV28*01-TRBJ2-3*01,other
6cql,-74.72141103312204,104.93766695977831,-108.42840500214338,-162.5884678104151,147.87104425593202,25.37977507428381,168.72593086154677,15.12127766153978,129.0628413813622,16.28210371785563,-73.153445582242,104.2810534138398,-109.85039060316952,-161.5709524103976,148.90781066645798,25.83955150913437,170.4972467250742,15.400533994723244,142.9301440685249,18.129457970542077,TRAV24*01-TRAJ17*01|TRBV2*01-TRBJ2-1*01,TRAV24*01-TRAJ17*01|TRBV2*01-TRBJ2-1*01
6cqq,-74.72189594780019,104.9376496496904,-108.42816736330352,-162.58847820662172,147.87133523783086,25.37978774135692,168.7371667135256,15.121401474286072,129.0707826946296,16.28177092833275,-73.23349263923214,103.5302165824699,-109.7403285251336,-161.9860396530526,149.30214188036382,25.750951214498787,168.41444939965646,15.279996884957574,146.20572724360466,18.084738433266548,TRAV24*01-TRAJ17*01|TRBV2*01-TRBJ2-1*01,TRAV24*01-TRAJ17*01|TRBV2*01-TRBJ2-1*01
6cqr,-74.72182533120987,104.93751036846498,-108.4282675373628,-162.58842361745172,147.87130191325463,25.379824912885468,168.7366927518391,15.12164560497804,129.06219644718567,16.282218742240612,-72.96598428954654,104.58563227679406,-109.6385901784977,-161.52012880934487,150.64589211067653,25.63922777064979,171.08741289219552,15.2860381259707,144.0419360390739,17.88196580454509,TRAV24*01-TRAJ17*01|TRBV2*01-TRBJ2-1*01,TRAV24*01-TRAJ17*01|TRBV2*01-TRBJ2-1*01
6eqb,-65.58961225017947,104.65051939251111,-110.2570632210376,-161.51083775441674,145.9001501883016,25.92193496551372,151.37615909807147,13.850545295727994,174.89277106816292,20.014029105997203,-69.69265972200118,102.38319618974072,-110.6319677325262,-163.6600656035805,144.81118387156084,25.85451523669695,134.3987842312456,12.595220802011914,163.89084437046165,17.071007293284474,TRAV12-2*01-TRAJ27*01|TRBV30*02-TRBJ2-2*01,TRAV12-2*01-TRAJ27*01|TRBV30*02-TRBJ2-2*01
